1,-8.5747,41.1427,-8.5747,41.1427
2,-8.5748,41.1428,-8.5748,41.1428
3,-8.5749,41.1428,-8.5749,41.1428
4,-8.5755,41.1430,-8.5755,41.1430
5,-8.5759,41.1433,-8.5759,41.1433
6,-8.5754,41.1437,-8.5754,41.1437
7,-8.5751,41.1439,-8.5751,41.1439
8,-8.5737,41.1440,-8.5737,41.1440
9,-8.5740,41.1440,-8.5740,41.1440
10,-8.5762,41.1442,-8.5762,41.1442
11,-8.5780,41.1451,-8.5780,41.1451
12,-8.5788,41.1459,-8.5788,41.1459
13,-8.5798,41.1465,-8.5798,41.1465
14,-8.5813,41.1479,-8.5813,41.1479
15,-8.5803,41.1477,-8.5803,41.1477
16,-8.5811,41.1456,-8.5811,41.1456
17,-8.5810,41.1428,-8.5810,41.1428
18,-8.5809,41.1400,-8.5809,41.1400
19,-8.5804,41.1370,-8.5804,41.1370
20,-8.5773,41.1346,-8.5773,41.1346
21,-8.5763,41.1315,-8.5763,41.1315
22,-8.5754,41.1283,-8.5754,41.1283
23,-8.5739,41.1250,-8.5739,41.1250
24,-8.5728,41.1215,-8.5728,41.1215
25,-8.5720,41.1175,-8.5720,41.1175
26,-8.5701,41.1142,-8.5701,41.1142
27,-8.5672,41.1110,-8.5672,41.1110
28,-8.5656,41.1071,-8.5656,41.1071
29,-8.5670,41.1036,-8.5670,41.1036
30,-8.5699,41.1007,-8.5699,41.1007
31,-8.5726,41.0977,-8.5726,41.0977
32,-8.5735,41.0941,-8.5735,41.0941
33,-8.5750,41.0907,-8.5750,41.0907
34,-8.5759,41.0870,-8.5759,41.0870
35,-8.5754,41.0834,-8.5754,41.0834
36,-8.5760,41.0798,-8.5760,41.0798
37,-8.5784,41.0767,-8.5784,41.0767
38,-8.5808,41.0735,-8.5808,41.0735
39,-8.5821,41.0695,-8.5821,41.0695
40,-8.5810,41.0651,-8.5810,41.0651
41,-8.5793,41.0615,-8.5793,41.0615
42,-8.5782,41.0577,-8.5782,41.0577
43,-8.5759,41.0542,-8.5759,41.0542
44,-8.5724,41.0511,-8.5724,41.0511
45,-8.5711,41.0469,-8.5711,41.0469
46,-8.5702,41.0425,-8.5702,41.0425
47,-8.5706,41.0379,-8.5706,41.0379
48,-8.5722,41.0335,-8.5722,41.0335
49,-8.5722,41.0291,-8.5722,41.0291
50,-8.5750,41.0251,-8.5750,41.0251
51,-8.5792,41.0217,-8.5792,41.0217
52,-8.5815,41.0183,-8.5815,41.0183
53,-8.5822,41.0164,-8.5822,41.0164
54,-8.5828,41.0132,-8.5828,41.0132
55,-8.5826,41.0093,-8.5826,41.0093
56,-8.5824,41.0050,-8.5824,41.0050
57,-8.5834,41.0005,-8.5834,41.0005
58,-8.5841,40.9962,-8.5841,40.9962
59,-8.5858,40.9920,-8.5858,40.9920
60,-8.5846,40.9877,-8.5846,40.9877
61,-8.5808,40.9845,-8.5808,40.9845
62,-8.5772,40.9809,-8.5772,40.9809
63,-8.5758,40.9763,-8.5758,40.9763
64,-8.5727,40.9722,-8.5727,40.9722
65,-8.5697,40.9680,-8.5697,40.9680
66,-8.5676,40.9635,-8.5676,40.9635
67,-8.5693,40.9588,-8.5693,40.9588
68,-8.5724,40.9546,-8.5724,40.9546
69,-8.5728,40.9500,-8.5728,40.9500
70,-8.5742,40.9456,-8.5742,40.9456
