1,-8.6059,41.1444,-8.6059,41.1444
2,-8.6062,41.1445,-8.6062,41.1445
3,-8.6074,41.1444,-8.6074,41.1444
4,-8.6081,41.1432,-8.6081,41.1432
5,-8.6082,41.1431,-8.6082,41.1431
6,-8.6063,41.1424,-8.6063,41.1424
7,-8.6045,41.1449,-8.6045,41.1449
8,-8.6021,41.1457,-8.6021,41.1457
9,-8.6019,41.1463,-8.6019,41.1463
10,-8.6012,41.1467,-8.6012,41.1467
11,-8.5991,41.1480,-8.5991,41.1480
12,-8.5986,41.1484,-8.5986,41.1484
13,-8.5986,41.1495,-8.5986,41.1495
14,-8.5973,41.1518,-8.5973,41.1518
15,-8.5957,41.1546,-8.5957,41.1546
16,-8.5939,41.1576,-8.5939,41.1576
17,-8.5921,41.1607,-8.5921,41.1607
18,-8.5907,41.1626,-8.5907,41.1626
19,-8.5897,41.1638,-8.5897,41.1638
20,-8.5888,41.1654,-8.5888,41.1654
21,-8.5874,41.1687,-8.5874,41.1687
22,-8.5847,41.1686,-8.5847,41.1686
23,-8.5829,41.1684,-8.5829,41.1684
24,-8.5829,41.1684,-8.5829,41.1684
25,-8.5829,41.1684,-8.5829,41.1684
26,-8.5829,41.1684,-8.5829,41.1684
27,-8.5829,41.1684,-8.5829,41.1684
28,-8.5829,41.1684,-8.5829,41.1684
29,-8.5826,41.1684,-8.5826,41.1684
30,-8.5818,41.1681,-8.5818,41.1681
31,-8.5823,41.1667,-8.5823,41.1667
32,-8.5812,41.1659,-8.5812,41.1659
33,-8.5827,41.1652,-8.5827,41.1652
34,-8.5831,41.1647,-8.5831,41.1647
35,-8.5831,41.1648,-8.5831,41.1648
36,-8.5832,41.1648,-8.5832,41.1648
37,-8.5832,41.1647,-8.5832,41.1647
38,-8.5832,41.1647,-8.5832,41.1647
39,-8.5832,41.1647,-8.5832,41.1647
40,-8.5831,41.1647,-8.5831,41.1647
41,-8.5831,41.1647,-8.5831,41.1647
42,-8.5831,41.1647,-8.5831,41.1647
43,-8.5832,41.1648,-8.5832,41.1648
44,-8.5832,41.1648,-8.5832,41.1648
45,-8.5832,41.1648,-8.5832,41.1648
46,-8.5831,41.1648,-8.5831,41.1648
47,-8.5831,41.1648,-8.5831,41.1648
48,-8.5831,41.1648,-8.5831,41.1648
49,-8.5831,41.1648,-8.5831,41.1648
50,-8.5831,41.1648,-8.5831,41.1648
51,-8.5831,41.1647,-8.5831,41.1647
52,-8.5826,41.1643,-8.5826,41.1643
53,-8.5830,41.1651,-8.5830,41.1651
54,-8.5818,41.1657,-8.5818,41.1657
55,-8.5803,41.1658,-8.5803,41.1658
56,-8.5794,41.1654,-8.5794,41.1654
57,-8.5790,41.1655,-8.5790,41.1655
58,-8.5784,41.1661,-8.5784,41.1661
59,-8.5781,41.1660,-8.5781,41.1660
60,-8.5785,41.1651,-8.5785,41.1651
61,-8.5800,41.1641,-8.5800,41.1641
62,-8.5815,41.1645,-8.5815,41.1645
63,-8.5819,41.1632,-8.5819,41.1632
64,-8.5817,41.1609,-8.5817,41.1609
65,-8.5832,41.1568,-8.5832,41.1568
66,-8.5809,41.1524,-8.5809,41.1524
67,-8.5793,41.1486,-8.5793,41.1486
68,-8.5811,41.1446,-8.5811,41.1446
69,-8.5809,41.1404,-8.5809,41.1404
